"FeatureName","ControlID","Description","ControlSeverity","IsBaselineControl","IsPreviewBaselineControl","Rationale","Recommendation","Automated","SupportsAutoFix","Tags"
"ServiceFabric","Azure_ServiceFabric_DP_Enable_Encryption_Stg_Acc_Store_VHD","Encryption must be enabled on all storage accounts which store VHDs of Service Fabric cluster VMs","Important","No","No","Using this feature ensures that sensitive data is stored encrypted at rest. This minimizes the risk of data loss from physical theft and also helps meet regulatory compliance requirements.","Default behavior. No action required.","No","No","SDL, TCP, Manual, Information, DP, ServiceFabric, Windows, Linux"
"ServiceFabric","Azure_ServiceFabric_Audit_Use_Diagnostics_Log","Diagnostics must be enabled for Service Fabric cluster","Moderate","No","No","Diagnostics logs are needed for creating activity trail while investigating an incident or a compromise.","Diagnostics must be enabled to get logs of these events: (1) Service Fabric events: Emitted by the platform to standard ETW and event source channels. E.g., Node Down/Up etc. (2) Application events: Events emitted from the microservice code. E.g., Application Created, Service Created/Deleted, etc. Diagnostics extension must be deployed on all VMs in the Service Fabric cluster. It collect logs from all the VMs and uploads them to the Azure Storage Account. Enable Diagnostics while creating Service Fabric using either the Azure Portal or an ARM template. (1) For Azure Portal refer: https://azure.microsoft.com/en-in/documentation/articles/service-fabric-diagnostics-how-to-setup-wad/#_deploy-the-diagnostics-extension-as-part-of-cluster-creation-through-the-portal (2) For ARM Template, refer: https://azure.microsoft.com/en-in/documentation/articles/service-fabric-diagnostics-how-to-setup-wad/#_deploy-the-diagnostics-extension-as-part-of-cluster-creation-by-using-azure-resource-manager","Yes","No","SDL, TCP, Automated, Audit, ServiceFabric, Windows, Linux"
"ServiceFabric","Azure_ServiceFabric_Audit_Publicly_Exposed_Load_Balancer_Ports","Monitor publicly exposed ports on load balancers used by Service Fabric cluster","Moderate","No","No","Publically exposed ports must be monitored to detect suspicious and malicious activities early and respond in a timely manner.","Azure load balancer maps the public IP address and port number of incoming traffic to the private IP address and port number of the Service Fabric nodes (ports number opened by microservices). Intranet microservice ports must not be exposed to the internet. Moreover, publicly exposed IP address/port numbers must be monitored using Azure load balancer rules as follows: Azure Portal --> Load Balancers --> <Load Balancer Name> --> Load Balancing Rules --> Validate mapping of public end port with backend port.","No","No","SDL, TCP, Manual, Audit, ServiceFabric, Windows, Linux"
"ServiceFabric","Azure_ServiceFabric_DP_Reverse_Proxy_Use_SSL","Reverse proxy service should be secured using SSL","Moderate","No","No","Use of SSL ensures server/service authentication and protects data in transit from network layer man-in-the-middle, eavesdropping, session-hijacking attacks.","To configure the reverse proxy with a SSL certificate, please refer: https://docs.microsoft.com/en-us/azure/service-fabric/service-fabric-reverseproxy-setup","No","No","SDL, TCP, Manual, DP, ServiceFabric, Windows"
"ServiceFabric","Azure_ServiceFabric_DP_Dont_Expose_Reverse_Proxy_Port","Reverse proxy port must not be exposed publicly","Important","No","Yes","Configuring the reverse proxy's port in Load Balancer with public IP will expose all microservices with HTTP endpoint. Microservices meant to be internal may be discoverable by a determined malicious user.","Check that reverse proxy port is not be exposed through Azure Load Balancer rules as follows: Azure Portal --> Load Balancers --> <Load Balancer Name> --> Load Balancing Rules --> Validate reverse proxy port is not exposed.","Yes","No","SDL, TCP, Automated, DP, ServiceFabric, Windows"
"ServiceFabric","Azure_ServiceFabric_SI_Set_Auto_Update_Cluster","Upgrade mode should be set to automatic for cluster","Moderate","No","No","Clusters with unsupported fabric version can become targets for compromise from various malware/trojan attacks that exploit known vulnerabilities in software.","You can set your cluster to receive automatic fabric upgrades as they are released by Microsoft, for details please refer: https://docs.microsoft.com/en-us/azure/service-fabric/service-fabric-cluster-upgrade","Yes","No","SDL, TCP, Automated, SI, ServiceFabric, Windows, Linux"
"LoadBalancer","Azure_LoadBalancer_AuthZ_Grant_Min_RBAC_Access","All users/identities must be granted minimum required permissions using Role Based Access Control (RBAC)","Moderate","No","No","Granting minimum access by leveraging RBAC feature ensures that users are granted just enough permissions to perform their tasks. This minimizes exposure of the resources in case of user/service account compromise.","Remove any excessive privileges granted on the Load Balancer. Assign 'Log Analytics Contributor, Network Contributor, Virtual Machine Contributor' RBAC role to developers who manages Load Balancer configurations. Run command: Remove-AzRoleAssignment -SignInName '{signInName}' -Scope '{scope}' -RoleDefinitionName '{role definition name}'. Run 'Get-Help Remove-AzRoleAssignment -full' for more help. Refer: https://docs.microsoft.com/en-us/azure/active-directory/role-based-access-control-manage-access-powershell","Yes","No","SDL, TCP, Automated, AuthZ, RBAC, LoadBalancer"
"LoadBalancer","Azure_LoadBalancer_Audit_Enable_Diagnostics_Log","Diagnostics logs must be enabled with a retention period of at least 365 days.","Moderate","No","No","Logs should be retained for a long enough period so that activity trail can be recreated when investigations are required in the event of an incident or a compromise. A period of 1 year is typical for several compliance requirements as well.","You can change the diagnostic settings from the Azure Portal by following the steps given here: https://docs.microsoft.com/en-us/azure/monitoring-and-diagnostics/monitoring-archive-diagnostic-logs#archive-diagnostic-logs-using-the-portal","Yes","No","SDL, TCP, Automated, Audit, Diagnostics, LoadBalancer"
"LoadBalancer","Azure_LoadBalancer_NetSec_Justify_PublicIPs","Public IPs on a internet facing Load Balancer should be carefully reviewed","Important","No","Yes","Public IPs provide direct access over the internet exposing the infrastructure behind the load balancer to all type of attacks over the public network.","Use steps on portal :LoadBalancer Properties -> Frontend IP configuration -> Click on Context menu of desired Frontend IP configuration -> Delete","Yes","No","SDL, TCP, Automated, NetSec, LoadBalancer"
"Databricks","Azure_Databricks_DP_No_PlainText_Secrets_In_Notebooks","Secrets and keys must not be in plain text in notebooks and jobs","Important","No","No","Keeping secrets such as connection strings, passwords, keys, etc. in clear text can lead to easy compromise. Storing them in a secert scope ensures that they are protected at rest.","Use a key vault backed Databricks secret scopes to store any secrets and keys and read them from the respective secret scopes in notebooks and jobs. Refer: https://docs.azuredatabricks.net/user-guide/secrets/index.html","Yes","No","SDL, TCP, PAT, DP, Automated, Admin, Databricks, Preview"
"Databricks","Azure_Databricks_DP_Use_KeyVault_Backed_Secret_Scope","Use Azure Key Vault backed secret scope to hold secrets","Moderate","No","No","Using Key Vault backed secret scopes leads to imroved protection and segregation of stored secrets.","To use Azure Key Vault backed secret scopes, refer: https://docs.azuredatabricks.net/user-guide/secrets/secret-scopes.html#create-an-azure-key-vault-backed-secret-scope","Yes","No","SDL, TCP, DP, Automated, PAT, Admin, Databricks, Preview"
"Databricks","Azure_Databricks_DP_Independent_KeyVault_Per_Scope","Each secret scope should use an independent key vault","Moderate","No","No","Using a separate key vault for each secret scope leads to better segregation of access to secrets via use of scope level ACLs. If the same key vault is used for two different scopes then any person with access to either of them will be able to see keys and secrets in both. ","Analyze the separation of access needed in your solution and use different scopes backed by independent key vaults as necessary.","Yes","No","SDL, TCP, DP, Best Practice, Automated, PAT, Admin, Databricks, Preview"
"Databricks","Azure_Databricks_DP_Minimal_Token_Validity","Personal access tokens (PAT) must have a shortest possible validity period","Important","No","No","If a personal access token (PAT) gets compromised, the Databricks assets accessible to the user can be accessed/manipulated by unauthorized users. Minimizing the validity period of the PAT ensures that the window of time available to an attacker in the event of compromise is small.","While creating a PAT, provide the minimum practical expiration period. You can see all tokens genearted by you and their expiration periods by navigating to Databricks Workspace --> Profile --> User Settings --> Access Tokens","Yes","No","SDL, TCP, PAT, Automated, DP, Databricks, Preview"
